dataset,case_name,utterance_id,target_text,speaker,mora_count,weak_prosody_naturalness_score,weak_available,weak_unavailable_reason,f0_coverage,voiced_mora_count,valid_f0_mora_count,utterance_f0_range_log,local_pitch_movement,transition_smoothness,flatness_penalty,strict_openjtalk_prosody_score,score_type,strict_reference_available,tone_score_in_core_four,notes,native_language,weak_overall_practice_score,alignment_mode
JVS,low_f0_coverage_control,VOICEACTRESS100_020,全米パブリッシャーズ協会の、ベストストラテジーゲームオブザイヤーを、日本人として受賞。,jvs002,47,,False,insufficient_valid_mora_f0,0.0426,2,2,,,,,,weak_reference_native_likeness,False,no,same content/timing with insufficient F0 coverage,,,
JVS,jvs_native,VOICEACTRESS100_021,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。,jvs002,38,91,True,,0.9737,37,37,0.4353,0.6675,0.7484,0.0,77,weak_reference_native_likeness,False,no,native audio scored without strict reference contour,,,
JVS,flat_pitch_control,VOICEACTRESS100_021,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。,jvs002,38,9,True,,0.9737,37,37,0.0,0.0,1.0,0.45,,weak_reference_native_likeness,False,no,same content/timing with flattened F0,,,
JVS,shuffled_random_pitch_control,VOICEACTRESS100_021,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。,jvs002,38,45,True,,0.9737,37,37,0.4353,1.2913,0.2219,0.0,,weak_reference_native_likeness,False,no,same content/timing with shuffled F0,,,
JVS,wrong_accent_drop_control,VOICEACTRESS100_021,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。,jvs002,38,91,True,,1.0,38,38,0.4955,0.6899,0.6891,0.0,,weak_reference_native_likeness,False,no,rough wrong-drop control; known limitation if weakly separated,,,
JVS,low_f0_coverage_control,VOICEACTRESS100_021,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。,jvs002,38,,False,insufficient_valid_mora_f0,0.0526,2,2,,,,,,weak_reference_native_likeness,False,no,same content/timing with insufficient F0 coverage,,,
JVS,jvs_native,VOICEACTRESS100_022,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。,jvs002,69,82,True,,0.9855,68,68,0.5192,0.8476,0.6218,0.0,64,weak_reference_native_likeness,False,no,native audio scored without strict reference contour,,,
JVS,flat_pitch_control,VOICEACTRESS100_022,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。,jvs002,69,9,True,,0.9855,68,68,0.0,0.0,1.0,0.45,,weak_reference_native_likeness,False,no,same content/timing with flattened F0,,,
JVS,shuffled_random_pitch_control,VOICEACTRESS100_022,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。,jvs002,69,50,True,,0.9855,68,68,0.5192,1.1006,0.3484,0.0,,weak_reference_native_likeness,False,no,same content/timing with shuffled F0,,,
JVS,wrong_accent_drop_control,VOICEACTRESS100_022,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。,jvs002,69,77,True,,0.9855,68,68,0.5363,0.8537,0.5603,0.0,,weak_reference_native_likeness,False,no,rough wrong-drop control; known limitation if weakly separated,,,
JVS,low_f0_coverage_control,VOICEACTRESS100_022,このときに、浮遊大陸プルヴァマにある、中立国、ビュエルバが、ある情報筋から、バッシュ将軍の処刑と、前王女、アーシェの自害を発表。,jvs002,69,,False,insufficient_valid_mora_f0,0.029,2,2,,,,,,weak_reference_native_likeness,False,no,same content/timing with insufficient F0 coverage,,,
JVS,jvs_native,VOICEACTRESS100_023,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。,jvs002,39,92,True,,0.9744,38,38,0.5354,0.7025,0.6939,0.0,56,weak_reference_native_likeness,False,no,native audio scored without strict reference contour,,,
JVS,flat_pitch_control,VOICEACTRESS100_023,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。,jvs002,39,9,True,,0.9744,38,38,0.0,0.0,1.0,0.45,,weak_reference_native_likeness,False,no,same content/timing with flattened F0,,,
JVS,shuffled_random_pitch_control,VOICEACTRESS100_023,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。,jvs002,39,55,True,,0.9744,38,38,0.5354,1.121,0.419,0.0,,weak_reference_native_likeness,False,no,same content/timing with shuffled F0,,,
JVS,wrong_accent_drop_control,VOICEACTRESS100_023,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。,jvs002,39,88,True,,0.9744,38,38,0.5922,0.7295,0.6416,0.0,,weak_reference_native_likeness,False,no,rough wrong-drop control; known limitation if weakly separated,,,
JVS,low_f0_coverage_control,VOICEACTRESS100_023,南西部ウォーレンは、ベイアーマンファームズと、フィッツジェラルドの地区で、構成される。,jvs002,39,,False,insufficient_valid_mora_f0,0.0513,2,2,,,,,,weak_reference_native_likeness,False,no,same content/timing with insufficient F0 coverage,,,
JVS,jvs_native,VOICEACTRESS100_024,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。,jvs002,50,94,True,,1.0,50,50,0.5896,0.5481,0.7922,0.0,73,weak_reference_native_likeness,False,no,native audio scored without strict reference contour,,,
JVS,flat_pitch_control,VOICEACTRESS100_024,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。,jvs002,50,9,True,,1.0,50,50,0.0,0.0,1.0,0.45,,weak_reference_native_likeness,False,no,same content/timing with flattened F0,,,
JVS,shuffled_random_pitch_control,VOICEACTRESS100_024,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。,jvs002,50,49,True,,1.0,50,50,0.5896,1.1821,0.336,0.0,,weak_reference_native_likeness,False,no,same content/timing with shuffled F0,,,
JVS,wrong_accent_drop_control,VOICEACTRESS100_024,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。,jvs002,50,80,True,,1.0,50,50,0.5421,0.7431,0.6253,0.0,,weak_reference_native_likeness,False,no,rough wrong-drop control; known limitation if weakly separated,,,
JVS,low_f0_coverage_control,VOICEACTRESS100_024,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。,jvs002,50,,False,insufficient_valid_mora_f0,0.04,2,2,,,,,,weak_reference_native_likeness,False,no,same content/timing with insufficient F0 coverage,,,
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i72.wav,怖く,jpf1,3,54,True,,1.0,,,0.193,1.0734,0.4911,,81,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,72,cached_dtw
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i66.wav,ゆったり,jpf1,4,76,True,,1.0,,,0.8326,0.9479,0.6319,,98,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,75,cached_dtw
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i99.wav,がっしり,jpf1,4,81,True,,1.0,,,0.5985,0.8116,0.7212,,52,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,78,cached_dtw
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i5.wav,バグ,jpf1,2,,False,insufficient_valid_mora_f0,1.0,,,,,,,50,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,76,cached_dtw
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i153.wav,象,jpf1,2,,False,insufficient_valid_mora_f0,1.0,,,,,,,50,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,65,cached_dtw
JANON,janon_japanese,audio/jpf1/isolated/jpf1_i147.wav,戸,jpf1,1,,False,insufficient_valid_mora_f0,1.0,,,,,,,50,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,Japanese,65,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i74.wav,ばっちり,amm1,4,10,True,,0.75,,,0.0621,2.3822,0.9118,,81,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,68,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i60.wav,酸味,amm1,3,,False,insufficient_valid_mora_f0,0.6667,,,,,,,50,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,94,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i48.wav,微妙,amm1,3,43,True,,1.0,,,0.1159,1.2113,0.8558,,32,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,70,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i218.wav,入学手続き,amm1,8,81,True,,0.875,,,0.2083,0.8146,0.5795,,51,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,74,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i191.wav,技術援助,amm1,6,77,True,,0.8333,,,0.1976,0.7739,0.6344,,48,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,83,cached_dtw
JANON,janon_english,audio/amm1/isolated/amm1_i185.wav,ファンタジーゲーム,amm1,8,95,True,,0.875,,,0.2159,0.5713,0.8389,,63,weak_reference_native_likeness,False,no,small JANON trend sanity; not calibration,English,87,cached_dtw
