sample_id,speaker,wav_sentence_id,target_sentence_id,is_correct_target,duration_ratio,wav_path,cache_path,system,cold,latency_sec,status,verification_level,legacy_would_verify,content_verified,kana_similarity,transcript,note
hard_wrong_035,jvs002,20,19,False,0.98418,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_036,jvs003,6,3,False,0.98362,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_003/ref_jvs001_294466d72d,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_037,jvs001,10,3,False,0.98316,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_003/ref_jvs001_294466d72d,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_038,jvs003,3,18,False,1.01694,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_039,jvs002,13,17,False,0.98295,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_017/ref_jvs001_06de25e250,acoustic_only,False,,uncertain,uncertain,False,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_040,jvs001,12,11,False,1.01743,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_041,jvs003,17,19,False,0.98196,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_042,jvs002,11,8,False,0.98195,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_043,jvs001,8,2,False,1.01835,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_008.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_044,jvs002,16,9,False,1.01851,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_045,jvs001,20,19,False,1.01851,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_046,jvs002,4,18,False,0.98106,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_047,jvs001,16,20,False,0.98008,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_048,jvs002,2,7,False,1.02009,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_049,jvs002,1,8,False,1.02029,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
hard_wrong_050,jvs003,15,20,False,0.97952,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,acoustic_only,False,,pass,acoustic_likely,True,False,0.0,,coarse_acoustic_gate_without_asr
correct_001,jvs002,1,1,True,0.97778,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_001/ref_jvs001_3471c4df0e,faster_whisper_tiny,True,0.957955,pass,asr_verified,True,True,0.78,また、当時のように、5代目をと呼ばれる 使用な目をの中央に配されることも多い。,ok
correct_002,jvs003,2,2,True,1.26755,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,faster_whisper_tiny,False,0.571225,pass,asr_verified,True,True,0.96552,ニューイングランドフーは牛乳をベースとした白いクリームスープでありボストンクラムチャウダーと思い呼ばれる,ok
correct_003,jvs002,3,3,True,1.10845,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_003/ref_jvs001_294466d72d,faster_whisper_tiny,False,0.465596,pass,asr_verified,True,True,0.7907,コンピュータゲームの明化や業界団体などに関連する人物の方法に,ok
correct_004,jvs003,4,4,True,1.25847,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_004/ref_jvs001_1dc1b21560,faster_whisper_tiny,False,0.541414,pass,asr_verified,True,True,0.92683,サービスマネージャー導入液のため、大島地へ機関が遠隔管理している。,ok
correct_005,jvs002,5,5,True,1.01287,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_005/ref_jvs001_97b65d9963,faster_whisper_tiny,False,0.587358,pass,asr_verified,True,True,0.94286,シルバーサーファー集撃事件までに、リチャーズはチームメートともに、国際的にスーパーヒーロー、および、ユーメージンとして、人ちされている。,ok
correct_006,jvs003,6,6,True,1.40517,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_006/ref_jvs001_87e6a49451,faster_whisper_tiny,False,0.493619,fail,mismatch,False,False,0.64516,つれんハルト量は、 ウルテンテルク量に辺入された。,ok
correct_007,jvs002,7,7,True,1.04623,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_007.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,faster_whisper_tiny,False,0.480005,pass,asr_verified,True,True,0.93548,時間料機と空間料機で共通する処理主法は、フィルタリングによる入力信号の教科である。,ok
correct_008,jvs003,8,8,True,1.23743,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_008.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,faster_whisper_tiny,False,0.45283,pass,asr_verified,True,True,0.79245,シャンチーの専量プロはチームからしハラワレル給料と体曲費をおもな種入としている,ok
correct_009,jvs002,9,9,True,1.14054,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,faster_whisper_tiny,False,0.46045,fail,mismatch,False,False,0.66667,また、ネジメシは中山方のおさめる、ルーキューを国との攻撃にも参加した。,ok
correct_010,jvs003,10,10,True,1.39041,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_010/ref_jvs001_24c391d47a,faster_whisper_tiny,False,0.456318,pass,asr_verified,True,True,0.90625,スマートフォンからフィーチャーホンまでマルジデバイスに対応,ok
correct_011,jvs002,11,11,True,1.15819,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,faster_whisper_tiny,False,0.468558,fail,mismatch,False,False,0.72,県病車立ななれいしようから情長感は触れる方まで幅広い共限力を持つ。,ok
correct_012,jvs003,12,12,True,1.3251,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_012.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_012/ref_jvs001_4545d3cb27,faster_whisper_tiny,False,0.445395,fail,mismatch,False,False,0.60606,構成のタインツアーチで、教博は一室見出ある。,ok
correct_013,jvs002,13,13,True,1.2103,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_013/ref_jvs001_708b77439b,faster_whisper_tiny,False,0.428688,pass,asr_verified,True,True,0.84848,そこへ大なあが新しいシェフトして、腕聞きの跳抜くおまねく。,ok
correct_014,jvs003,14,14,True,1.45246,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_014.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_014/ref_jvs001_1b671a3265,faster_whisper_tiny,False,0.505782,pass,asr_verified,True,True,0.86957,クインザーベニューアルファニ所属している,ok
correct_015,jvs002,15,15,True,1.1013,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_015.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_015/ref_jvs001_5228063f1c,faster_whisper_tiny,False,0.457729,pass,asr_verified,True,True,0.84848,一方で、御業と商業で、ギャネスコを反映していた。,ok
correct_016,jvs003,16,16,True,1.33075,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_016.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_016/ref_jvs001_c43c761ec8,faster_whisper_tiny,False,0.441513,pass,asr_verified,True,True,0.97436,このニューサウスウェールズ代表チームがワラビーズの中学となっていく,ok
correct_017,jvs002,17,17,True,1.08143,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_017/ref_jvs001_06de25e250,faster_whisper_tiny,False,0.441476,pass,asr_verified,True,True,0.95238,ただし、キャンブルイゾンションの入院治療を行っている病院はわずかである。,ok
correct_018,jvs003,18,18,True,1.30926,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_018.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,faster_whisper_tiny,False,0.466568,pass,asr_verified,True,True,0.96226,他のメジャーなデストリビューションに比べ、セキュリティ以上の問題の修正が、おそい場合もある。,ok
correct_019,jvs002,19,19,True,1.11594,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_019.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,faster_whisper_tiny,False,0.502213,fail,mismatch,False,False,0.70909,ベルガーとは前のベディギェンウファパークには、戦争と断圧の技術者のための気泉弾が立っている。,ok
correct_020,jvs003,20,20,True,1.31151,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,faster_whisper_tiny,False,0.482413,pass,asr_verified,True,True,0.96078,全然パブリッシャーズ教会のベストストラテジーゲームオブザイヤーを日本人として受賞,ok
correct_021,jvs001,1,1,True,1.12253,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_001.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_001/ref_jvs001_3471c4df0e,faster_whisper_tiny,False,0.446158,pass,asr_verified,True,True,0.76,また、当時のように、御大病をと呼ばれる修用な病をの中央に配されることも多い。,ok
correct_022,jvs001,2,2,True,1.11528,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_002.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,faster_whisper_tiny,False,0.493571,pass,asr_verified,True,True,1.0,ニューイングランドフーは牛乳をベースとした白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。,ok
correct_023,jvs001,3,3,True,1.17292,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_003/ref_jvs001_294466d72d,faster_whisper_tiny,False,0.424923,pass,asr_verified,True,True,0.82222,コンピューターゲームの明化や、業界団体などに関連する人物の勝手もあり、,ok
correct_024,jvs001,4,4,True,1.19217,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_004/ref_jvs001_1dc1b21560,faster_whisper_tiny,False,0.454313,pass,asr_verified,True,True,0.83333,サービスマネージャー導入駅のため、お今チェーキから演覚管理している。,ok
correct_025,jvs001,5,5,True,1.08169,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_005.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_005/ref_jvs001_97b65d9963,faster_whisper_tiny,False,0.533339,pass,asr_verified,True,True,0.92857,シルバサーファー集影期間までに、リチャーズはチームメートともに国際的にスーパーヒーローを及び、有名人として認知されている。,ok
correct_026,jvs001,6,6,True,1.24214,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_006/ref_jvs001_87e6a49451,faster_whisper_tiny,False,0.428724,fail,mismatch,False,False,0.58065,中連春トリオはベルテンベルクリオに辺入された,ok
correct_027,jvs001,7,7,True,1.1194,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_007.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,faster_whisper_tiny,False,0.457996,pass,asr_verified,True,True,0.87097,時間量々と空間量々で共通する処理手法はフィルタリングによる入力シングモーの強化である,ok
correct_028,jvs001,8,8,True,1.12904,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_008.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,faster_whisper_tiny,False,0.450959,fail,mismatch,False,False,0.73585,シャンチィーの戦争プロはチームから仕払われる距離をと体験費を重な収入としている。,ok
correct_029,jvs001,9,9,True,1.1526,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,faster_whisper_tiny,False,0.440991,fail,mismatch,False,False,0.64286,また寝示めしは中斑方のおさめる、旅遊を国との高縁にも参加した。,ok
correct_030,jvs001,10,10,True,1.23805,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_010/ref_jvs001_24c391d47a,faster_whisper_tiny,False,0.445594,pass,asr_verified,True,True,1.0,スマートフォンからフィーチャーフォンまで丸ちデバイスに対応。,ok
hard_wrong_001,jvs003,13,18,False,1.00056,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_013.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_018/ref_jvs001_cd056e864c,faster_whisper_tiny,False,0.444371,fail,mismatch,False,False,0.09434,そこへ、大なあが新しいシェフトして、うれききのひょぬくおまねく。,ok
hard_wrong_002,jvs002,11,19,False,0.99933,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,faster_whisper_tiny,False,0.468558,fail,mismatch,False,False,0.09091,県病車立ななれいしようから情長感は触れる方まで幅広い共限力を持つ。,ok
hard_wrong_003,jvs001,20,8,False,1.0008,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_020.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_008/ref_jvs001_ee92f46212,faster_whisper_tiny,False,0.454651,fail,mismatch,False,False,0.13208,全名パブリシャーズ教会のベストストラデジーゲームオブザイアを日本人として受賞,ok
hard_wrong_004,jvs003,9,1,False,1.0019,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_009.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_001/ref_jvs001_3471c4df0e,faster_whisper_tiny,False,0.431602,fail,mismatch,False,False,0.2,また、ネジメシは中山王のおさめる、六級王国との高液にも参加した。,ok
hard_wrong_005,jvs003,10,9,False,1.00377,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_010.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,faster_whisper_tiny,False,0.456318,fail,mismatch,False,False,0.07143,スマートフォンからフィーチャーホンまでマルジデバイスに対応,ok
hard_wrong_006,jvs002,17,11,False,1.00379,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_017.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_011/ref_jvs001_178d6ef9ea,faster_whisper_tiny,False,0.441476,fail,mismatch,False,False,0.18,ただし、キャンブルイゾンションの入院治療を行っている病院はわずかである。,ok
hard_wrong_007,jvs003,11,2,False,0.99528,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_002/ref_jvs001_8c1c3bb172,faster_whisper_tiny,False,0.457607,fail,mismatch,False,False,0.05357,経営病を射立ななれい瞬間ら、状況感が触れる方まで、幅広い表現力を持つ。,ok
hard_wrong_008,jvs002,4,20,False,1.00546,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_004.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,faster_whisper_tiny,False,0.42721,fail,mismatch,False,False,0.17647,サービスマネージャー同入縛のため、おいまちいきから演覚観にしている。,ok
hard_wrong_009,jvs001,6,13,False,1.00554,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_006.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_013/ref_jvs001_708b77439b,faster_whisper_tiny,False,0.428724,fail,mismatch,False,False,0.03125,中連春トリオはベルテンベルクリオに辺入された,ok
hard_wrong_010,jvs001,11,19,False,1.00593,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_019/ref_jvs001_efd87f67df,faster_whisper_tiny,False,0.465442,fail,mismatch,False,False,0.07273,景味をシャダツななれいしょんから、上食感が溢れる方まで幅広い表現力を持つ。,ok
hard_wrong_011,jvs002,3,9,False,1.00768,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs002/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_009/ref_jvs001_c34c5ddc46,faster_whisper_tiny,False,0.465596,fail,mismatch,False,False,0.0,コンピュータゲームの明化や業界団体などに関連する人物の方法に,ok
hard_wrong_012,jvs001,3,20,False,0.99203,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs001/parallel100/wav24kHz16bit/VOICEACTRESS100_003.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_020/ref_jvs001_0657239bba,faster_whisper_tiny,False,0.424923,fail,mismatch,False,False,0.11765,コンピューターゲームの明化や、業界団体などに関連する人物の勝手もあり、,ok
hard_wrong_013,jvs003,11,7,False,0.99139,/Users/ryukayuiii/Documents/jp_speech_eval_project/JVS/jvs003/parallel100/wav24kHz16bit/VOICEACTRESS100_011.wav,/Users/ryukayuiii/Documents/jp_speech_eval_project/ver1.3/reports/tier0_batch3_reference_cache/VOICEACTRESS100_007/ref_jvs001_2602299ec5,faster_whisper_tiny,False,0.457607,fail,mismatch,False,False,0.14516,経営病を射立ななれい瞬間ら、状況感が触れる方まで、幅広い表現力を持つ。,ok
