condition,sentence_id,user_speaker,layer,strategy,reference_count,distance
native_leave_one_speaker_out,5,jvs002,18,mean,3,0.162874
native_leave_one_speaker_out,5,jvs002,18,median,3,0.162829
native_leave_one_speaker_out,5,jvs002,18,trimmed_mean,3,0.162874
native_leave_one_speaker_out,5,jvs002,18,nearest,3,0.161142
native_leave_one_speaker_out,5,jvs002,18,top_k_mean,3,0.161985
wrong_target,5,jvs005_other_sentence,18,median,3,0.459768
native_leave_one_speaker_out,5,jvs002,24,mean,3,0.215329
native_leave_one_speaker_out,5,jvs002,24,median,3,0.211897
native_leave_one_speaker_out,5,jvs002,24,trimmed_mean,3,0.215329
native_leave_one_speaker_out,5,jvs002,24,nearest,3,0.198182
native_leave_one_speaker_out,5,jvs002,24,top_k_mean,3,0.205039
wrong_target,5,jvs005_other_sentence,24,median,3,0.735577
native_leave_one_speaker_out,5,jvs003,6,mean,3,0.297016
native_leave_one_speaker_out,5,jvs003,6,median,3,0.28965
native_leave_one_speaker_out,5,jvs003,6,trimmed_mean,3,0.297016
native_leave_one_speaker_out,5,jvs003,6,nearest,3,0.265904
native_leave_one_speaker_out,5,jvs003,6,top_k_mean,3,0.277777
wrong_target,5,jvs005_other_sentence,6,median,3,0.590934
native_leave_one_speaker_out,5,jvs003,12,mean,3,0.224812
native_leave_one_speaker_out,5,jvs003,12,median,3,0.217303
native_leave_one_speaker_out,5,jvs003,12,trimmed_mean,3,0.224812
native_leave_one_speaker_out,5,jvs003,12,nearest,3,0.205868
native_leave_one_speaker_out,5,jvs003,12,top_k_mean,3,0.211586
wrong_target,5,jvs005_other_sentence,12,median,3,0.548254
native_leave_one_speaker_out,5,jvs003,18,mean,3,0.169008
native_leave_one_speaker_out,5,jvs003,18,median,3,0.161142
native_leave_one_speaker_out,5,jvs003,18,trimmed_mean,3,0.169008
native_leave_one_speaker_out,5,jvs003,18,nearest,3,0.156086
native_leave_one_speaker_out,5,jvs003,18,top_k_mean,3,0.158614
wrong_target,5,jvs005_other_sentence,18,median,3,0.459768
native_leave_one_speaker_out,5,jvs003,24,mean,3,0.242837
native_leave_one_speaker_out,5,jvs003,24,median,3,0.235909
native_leave_one_speaker_out,5,jvs003,24,trimmed_mean,3,0.242837
native_leave_one_speaker_out,5,jvs003,24,nearest,3,0.220178
native_leave_one_speaker_out,5,jvs003,24,top_k_mean,3,0.228043
wrong_target,5,jvs005_other_sentence,24,median,3,0.757258
native_leave_one_speaker_out,5,jvs004,6,mean,3,0.332049
native_leave_one_speaker_out,5,jvs004,6,median,3,0.335494
native_leave_one_speaker_out,5,jvs004,6,trimmed_mean,3,0.332049
native_leave_one_speaker_out,5,jvs004,6,nearest,3,0.305928
native_leave_one_speaker_out,5,jvs004,6,top_k_mean,3,0.320711
wrong_target,5,jvs005_other_sentence,6,median,3,0.578003
native_leave_one_speaker_out,5,jvs004,12,mean,3,0.243452
native_leave_one_speaker_out,5,jvs004,12,median,3,0.251265
native_leave_one_speaker_out,5,jvs004,12,trimmed_mean,3,0.243452
native_leave_one_speaker_out,5,jvs004,12,nearest,3,0.220461
native_leave_one_speaker_out,5,jvs004,12,top_k_mean,3,0.235863
wrong_target,5,jvs005_other_sentence,12,median,3,0.535616
native_leave_one_speaker_out,5,jvs004,18,mean,3,0.183806
native_leave_one_speaker_out,5,jvs004,18,median,3,0.189796
native_leave_one_speaker_out,5,jvs004,18,trimmed_mean,3,0.183806
native_leave_one_speaker_out,5,jvs004,18,nearest,3,0.16465
native_leave_one_speaker_out,5,jvs004,18,top_k_mean,3,0.177223
wrong_target,5,jvs005_other_sentence,18,median,3,0.449158
native_leave_one_speaker_out,5,jvs004,24,mean,3,0.250589
native_leave_one_speaker_out,5,jvs004,24,median,3,0.267445
native_leave_one_speaker_out,5,jvs004,24,trimmed_mean,3,0.250589
native_leave_one_speaker_out,5,jvs004,24,nearest,3,0.211897
native_leave_one_speaker_out,5,jvs004,24,top_k_mean,3,0.239671
wrong_target,5,jvs005_other_sentence,24,median,3,0.735577
native_leave_one_speaker_out,6,jvs001,6,mean,3,0.28647
native_leave_one_speaker_out,6,jvs001,6,median,3,0.271101
native_leave_one_speaker_out,6,jvs001,6,trimmed_mean,3,0.28647
native_leave_one_speaker_out,6,jvs001,6,nearest,3,0.258267
native_leave_one_speaker_out,6,jvs001,6,top_k_mean,3,0.264684
wrong_target,6,jvs005_other_sentence,6,median,3,0.536129
native_leave_one_speaker_out,6,jvs001,12,mean,3,0.234881
native_leave_one_speaker_out,6,jvs001,12,median,3,0.21451
native_leave_one_speaker_out,6,jvs001,12,trimmed_mean,3,0.234881
native_leave_one_speaker_out,6,jvs001,12,nearest,3,0.214026
native_leave_one_speaker_out,6,jvs001,12,top_k_mean,3,0.214268
wrong_target,6,jvs005_other_sentence,12,median,3,0.490488
native_leave_one_speaker_out,6,jvs001,18,mean,3,0.200074
native_leave_one_speaker_out,6,jvs001,18,median,3,0.174392
native_leave_one_speaker_out,6,jvs001,18,trimmed_mean,3,0.200074
native_leave_one_speaker_out,6,jvs001,18,nearest,3,0.168526
native_leave_one_speaker_out,6,jvs001,18,top_k_mean,3,0.171459
wrong_target,6,jvs005_other_sentence,18,median,3,0.429109
native_leave_one_speaker_out,6,jvs001,24,mean,3,0.287012
native_leave_one_speaker_out,6,jvs001,24,median,3,0.257597
native_leave_one_speaker_out,6,jvs001,24,trimmed_mean,3,0.287012
native_leave_one_speaker_out,6,jvs001,24,nearest,3,0.217073
native_leave_one_speaker_out,6,jvs001,24,top_k_mean,3,0.237335
wrong_target,6,jvs005_other_sentence,24,median,3,0.676238
native_leave_one_speaker_out,6,jvs002,6,mean,3,0.274596
native_leave_one_speaker_out,6,jvs002,6,median,3,0.271375
native_leave_one_speaker_out,6,jvs002,6,trimmed_mean,3,0.274596
native_leave_one_speaker_out,6,jvs002,6,nearest,3,0.271101
native_leave_one_speaker_out,6,jvs002,6,top_k_mean,3,0.271238
wrong_target,6,jvs005_other_sentence,6,median,3,0.528897
native_leave_one_speaker_out,6,jvs002,12,mean,3,0.224141
native_leave_one_speaker_out,6,jvs002,12,median,3,0.226679
native_leave_one_speaker_out,6,jvs002,12,trimmed_mean,3,0.224141
native_leave_one_speaker_out,6,jvs002,12,nearest,3,0.21451
native_leave_one_speaker_out,6,jvs002,12,top_k_mean,3,0.220594
wrong_target,6,jvs005_other_sentence,12,median,3,0.49221
native_leave_one_speaker_out,6,jvs002,18,mean,3,0.188251
native_leave_one_speaker_out,6,jvs002,18,median,3,0.183974
native_leave_one_speaker_out,6,jvs002,18,trimmed_mean,3,0.188251
native_leave_one_speaker_out,6,jvs002,18,nearest,3,0.174392
native_leave_one_speaker_out,6,jvs002,18,top_k_mean,3,0.179183
wrong_target,6,jvs005_other_sentence,18,median,3,0.431435
native_leave_one_speaker_out,6,jvs002,24,mean,3,0.254029
native_leave_one_speaker_out,6,jvs002,24,median,3,0.250988
native_leave_one_speaker_out,6,jvs002,24,trimmed_mean,3,0.254029
native_leave_one_speaker_out,6,jvs002,24,nearest,3,0.217073
native_leave_one_speaker_out,6,jvs002,24,top_k_mean,3,0.234031
wrong_target,6,jvs005_other_sentence,24,median,3,0.673647
native_leave_one_speaker_out,6,jvs003,6,mean,3,0.284303
native_leave_one_speaker_out,6,jvs003,6,median,3,0.281313
native_leave_one_speaker_out,6,jvs003,6,trimmed_mean,3,0.284303
native_leave_one_speaker_out,6,jvs003,6,nearest,3,0.258267
native_leave_one_speaker_out,6,jvs003,6,top_k_mean,3,0.26979
wrong_target,6,jvs005_other_sentence,6,median,3,0.536129
native_leave_one_speaker_out,6,jvs003,12,mean,3,0.23214
native_leave_one_speaker_out,6,jvs003,12,median,3,0.226679
native_leave_one_speaker_out,6,jvs003,12,trimmed_mean,3,0.23214
native_leave_one_speaker_out,6,jvs003,12,nearest,3,0.214026
native_leave_one_speaker_out,6,jvs003,12,top_k_mean,3,0.220352
wrong_target,6,jvs005_other_sentence,12,median,3,0.49221
native_leave_one_speaker_out,6,jvs003,18,mean,3,0.19398
native_leave_one_speaker_out,6,jvs003,18,median,3,0.183974
native_leave_one_speaker_out,6,jvs003,18,trimmed_mean,3,0.19398
native_leave_one_speaker_out,6,jvs003,18,nearest,3,0.168526
native_leave_one_speaker_out,6,jvs003,18,top_k_mean,3,0.17625
wrong_target,6,jvs005_other_sentence,18,median,3,0.431435
native_leave_one_speaker_out,6,jvs003,24,mean,3,0.270142
native_leave_one_speaker_out,6,jvs003,24,median,3,0.257597
native_leave_one_speaker_out,6,jvs003,24,trimmed_mean,3,0.270142
native_leave_one_speaker_out,6,jvs003,24,nearest,3,0.250988
native_leave_one_speaker_out,6,jvs003,24,top_k_mean,3,0.254293
wrong_target,6,jvs005_other_sentence,24,median,3,0.676238
native_leave_one_speaker_out,6,jvs004,6,mean,3,0.304916
native_leave_one_speaker_out,6,jvs004,6,median,3,0.313331
native_leave_one_speaker_out,6,jvs004,6,trimmed_mean,3,0.304916
native_leave_one_speaker_out,6,jvs004,6,nearest,3,0.271375
native_leave_one_speaker_out,6,jvs004,6,top_k_mean,3,0.292353
wrong_target,6,jvs005_other_sentence,6,median,3,0.528897
native_leave_one_speaker_out,6,jvs004,12,mean,3,0.254353
native_leave_one_speaker_out,6,jvs004,12,median,3,0.255714
native_leave_one_speaker_out,6,jvs004,12,trimmed_mean,3,0.254353
native_leave_one_speaker_out,6,jvs004,12,nearest,3,0.231235
native_leave_one_speaker_out,6,jvs004,12,top_k_mean,3,0.243475
wrong_target,6,jvs005_other_sentence,12,median,3,0.490488
native_leave_one_speaker_out,6,jvs004,18,mean,3,0.231044
native_leave_one_speaker_out,6,jvs004,18,median,3,0.22944
native_leave_one_speaker_out,6,jvs004,18,trimmed_mean,3,0.231044
native_leave_one_speaker_out,6,jvs004,18,nearest,3,0.206387
native_leave_one_speaker_out,6,jvs004,18,top_k_mean,3,0.217914
wrong_target,6,jvs005_other_sentence,18,median,3,0.429109
native_leave_one_speaker_out,6,jvs004,24,mean,3,0.32741
native_leave_one_speaker_out,6,jvs004,24,median,3,0.301839
native_leave_one_speaker_out,6,jvs004,24,trimmed_mean,3,0.32741
native_leave_one_speaker_out,6,jvs004,24,nearest,3,0.294026
native_leave_one_speaker_out,6,jvs004,24,top_k_mean,3,0.297933
wrong_target,6,jvs005_other_sentence,24,median,3,0.673647
native_leave_one_speaker_out,7,jvs001,6,mean,3,0.31587
native_leave_one_speaker_out,7,jvs001,6,median,3,0.304673
native_leave_one_speaker_out,7,jvs001,6,trimmed_mean,3,0.31587
native_leave_one_speaker_out,7,jvs001,6,nearest,3,0.280596
native_leave_one_speaker_out,7,jvs001,6,top_k_mean,3,0.292634
wrong_target,7,jvs005_other_sentence,6,median,3,0.553497
native_leave_one_speaker_out,7,jvs001,12,mean,3,0.246272
native_leave_one_speaker_out,7,jvs001,12,median,3,0.245533
native_leave_one_speaker_out,7,jvs001,12,trimmed_mean,3,0.246272
native_leave_one_speaker_out,7,jvs001,12,nearest,3,0.220521
native_leave_one_speaker_out,7,jvs001,12,top_k_mean,3,0.233027
wrong_target,7,jvs005_other_sentence,12,median,3,0.495408
native_leave_one_speaker_out,7,jvs001,18,mean,3,0.187175
native_leave_one_speaker_out,7,jvs001,18,median,3,0.187698
native_leave_one_speaker_out,7,jvs001,18,trimmed_mean,3,0.187175
native_leave_one_speaker_out,7,jvs001,18,nearest,3,0.164855
native_leave_one_speaker_out,7,jvs001,18,top_k_mean,3,0.176277
wrong_target,7,jvs005_other_sentence,18,median,3,0.41277
native_leave_one_speaker_out,7,jvs001,24,mean,3,0.268121
native_leave_one_speaker_out,7,jvs001,24,median,3,0.255402
native_leave_one_speaker_out,7,jvs001,24,trimmed_mean,3,0.268121
native_leave_one_speaker_out,7,jvs001,24,nearest,3,0.238378
native_leave_one_speaker_out,7,jvs001,24,top_k_mean,3,0.24689
wrong_target,7,jvs005_other_sentence,24,median,3,0.656865
native_leave_one_speaker_out,7,jvs002,6,mean,3,0.29887
native_leave_one_speaker_out,7,jvs002,6,median,3,0.304673
native_leave_one_speaker_out,7,jvs002,6,trimmed_mean,3,0.29887
native_leave_one_speaker_out,7,jvs002,6,nearest,3,0.286865
native_leave_one_speaker_out,7,jvs002,6,top_k_mean,3,0.295769
wrong_target,7,jvs005_other_sentence,6,median,3,0.520551
native_leave_one_speaker_out,7,jvs002,12,mean,3,0.236891
native_leave_one_speaker_out,7,jvs002,12,median,3,0.239668
native_leave_one_speaker_out,7,jvs002,12,trimmed_mean,3,0.236891
native_leave_one_speaker_out,7,jvs002,12,nearest,3,0.225471
native_leave_one_speaker_out,7,jvs002,12,top_k_mean,3,0.23257
wrong_target,7,jvs005_other_sentence,12,median,3,0.489565
native_leave_one_speaker_out,7,jvs002,18,mean,3,0.180477
native_leave_one_speaker_out,7,jvs002,18,median,3,0.177113
native_leave_one_speaker_out,7,jvs002,18,trimmed_mean,3,0.180477
native_leave_one_speaker_out,7,jvs002,18,nearest,3,0.176621
native_leave_one_speaker_out,7,jvs002,18,top_k_mean,3,0.176867
wrong_target,7,jvs005_other_sentence,18,median,3,0.41277
native_leave_one_speaker_out,7,jvs002,24,mean,3,0.254754
native_leave_one_speaker_out,7,jvs002,24,median,3,0.255402
native_leave_one_speaker_out,7,jvs002,24,trimmed_mean,3,0.254754
native_leave_one_speaker_out,7,jvs002,24,nearest,3,0.246782
native_leave_one_speaker_out,7,jvs002,24,top_k_mean,3,0.251092
wrong_target,7,jvs005_other_sentence,24,median,3,0.656865
native_leave_one_speaker_out,7,jvs003,6,mean,3,0.30056
native_leave_one_speaker_out,7,jvs003,6,median,3,0.286865
native_leave_one_speaker_out,7,jvs003,6,trimmed_mean,3,0.30056
native_leave_one_speaker_out,7,jvs003,6,nearest,3,0.280596
native_leave_one_speaker_out,7,jvs003,6,top_k_mean,3,0.28373
wrong_target,7,jvs005_other_sentence,6,median,3,0.553497
native_leave_one_speaker_out,7,jvs003,12,mean,3,0.233415
native_leave_one_speaker_out,7,jvs003,12,median,3,0.225471
native_leave_one_speaker_out,7,jvs003,12,trimmed_mean,3,0.233415
native_leave_one_speaker_out,7,jvs003,12,nearest,3,0.220521
native_leave_one_speaker_out,7,jvs003,12,top_k_mean,3,0.222996
wrong_target,7,jvs005_other_sentence,12,median,3,0.495408
native_leave_one_speaker_out,7,jvs003,18,mean,3,0.175417
native_leave_one_speaker_out,7,jvs003,18,median,3,0.176621
native_leave_one_speaker_out,7,jvs003,18,trimmed_mean,3,0.175417
native_leave_one_speaker_out,7,jvs003,18,nearest,3,0.164855
native_leave_one_speaker_out,7,jvs003,18,top_k_mean,3,0.170738
wrong_target,7,jvs005_other_sentence,18,median,3,0.41715
native_leave_one_speaker_out,7,jvs003,24,mean,3,0.254103
native_leave_one_speaker_out,7,jvs003,24,median,3,0.261853
native_leave_one_speaker_out,7,jvs003,24,trimmed_mean,3,0.254103
native_leave_one_speaker_out,7,jvs003,24,nearest,3,0.238378
native_leave_one_speaker_out,7,jvs003,24,top_k_mean,3,0.250115
wrong_target,7,jvs005_other_sentence,24,median,3,0.67829
native_leave_one_speaker_out,7,jvs004,6,mean,3,0.333878
native_leave_one_speaker_out,7,jvs004,6,median,3,0.33422
native_leave_one_speaker_out,7,jvs004,6,trimmed_mean,3,0.333878
native_leave_one_speaker_out,7,jvs004,6,nearest,3,0.305071
native_leave_one_speaker_out,7,jvs004,6,top_k_mean,3,0.319646
wrong_target,7,jvs005_other_sentence,6,median,3,0.520551
native_leave_one_speaker_out,7,jvs004,12,mean,3,0.255561
native_leave_one_speaker_out,7,jvs004,12,median,3,0.254252
native_leave_one_speaker_out,7,jvs004,12,trimmed_mean,3,0.255561
native_leave_one_speaker_out,7,jvs004,12,nearest,3,0.239668
native_leave_one_speaker_out,7,jvs004,12,top_k_mean,3,0.24696
wrong_target,7,jvs005_other_sentence,12,median,3,0.489565
native_leave_one_speaker_out,7,jvs004,18,mean,3,0.190287
native_leave_one_speaker_out,7,jvs004,18,median,3,0.184776
native_leave_one_speaker_out,7,jvs004,18,trimmed_mean,3,0.190287
native_leave_one_speaker_out,7,jvs004,18,nearest,3,0.177113
native_leave_one_speaker_out,7,jvs004,18,top_k_mean,3,0.180944
wrong_target,7,jvs005_other_sentence,18,median,3,0.41715
native_leave_one_speaker_out,7,jvs004,24,mean,3,0.273073
native_leave_one_speaker_out,7,jvs004,24,median,3,0.261853
native_leave_one_speaker_out,7,jvs004,24,trimmed_mean,3,0.273073
native_leave_one_speaker_out,7,jvs004,24,nearest,3,0.246782
native_leave_one_speaker_out,7,jvs004,24,top_k_mean,3,0.254318
wrong_target,7,jvs005_other_sentence,24,median,3,0.67829
native_leave_one_speaker_out,8,jvs001,6,mean,3,0.291816
native_leave_one_speaker_out,8,jvs001,6,median,3,0.280834
native_leave_one_speaker_out,8,jvs001,6,trimmed_mean,3,0.291816
native_leave_one_speaker_out,8,jvs001,6,nearest,3,0.261283
native_leave_one_speaker_out,8,jvs001,6,top_k_mean,3,0.271059
wrong_target,8,jvs005_other_sentence,6,median,3,0.559271
native_leave_one_speaker_out,8,jvs001,12,mean,3,0.222772
native_leave_one_speaker_out,8,jvs001,12,median,3,0.22277
native_leave_one_speaker_out,8,jvs001,12,trimmed_mean,3,0.222772
native_leave_one_speaker_out,8,jvs001,12,nearest,3,0.206812
native_leave_one_speaker_out,8,jvs001,12,top_k_mean,3,0.214791
wrong_target,8,jvs005_other_sentence,12,median,3,0.504615
native_leave_one_speaker_out,8,jvs001,18,mean,3,0.167802
native_leave_one_speaker_out,8,jvs001,18,median,3,0.165111
native_leave_one_speaker_out,8,jvs001,18,trimmed_mean,3,0.167802
native_leave_one_speaker_out,8,jvs001,18,nearest,3,0.155505
native_leave_one_speaker_out,8,jvs001,18,top_k_mean,3,0.160308
wrong_target,8,jvs005_other_sentence,18,median,3,0.440761
native_leave_one_speaker_out,8,jvs001,24,mean,3,0.218661
native_leave_one_speaker_out,8,jvs001,24,median,3,0.215672
native_leave_one_speaker_out,8,jvs001,24,trimmed_mean,3,0.218661
native_leave_one_speaker_out,8,jvs001,24,nearest,3,0.194478
native_leave_one_speaker_out,8,jvs001,24,top_k_mean,3,0.205075
wrong_target,8,jvs005_other_sentence,24,median,3,0.681386
native_leave_one_speaker_out,8,jvs002,6,mean,3,0.282273
native_leave_one_speaker_out,8,jvs002,6,median,3,0.280834
native_leave_one_speaker_out,8,jvs002,6,trimmed_mean,3,0.282273
native_leave_one_speaker_out,8,jvs002,6,nearest,3,0.279305
native_leave_one_speaker_out,8,jvs002,6,top_k_mean,3,0.280069
wrong_target,8,jvs005_other_sentence,6,median,3,0.545572
native_leave_one_speaker_out,8,jvs002,12,mean,3,0.216415
native_leave_one_speaker_out,8,jvs002,12,median,3,0.213956
native_leave_one_speaker_out,8,jvs002,12,trimmed_mean,3,0.216415
native_leave_one_speaker_out,8,jvs002,12,nearest,3,0.212519
native_leave_one_speaker_out,8,jvs002,12,top_k_mean,3,0.213238
wrong_target,8,jvs005_other_sentence,12,median,3,0.504615
native_leave_one_speaker_out,8,jvs002,18,mean,3,0.163335
native_leave_one_speaker_out,8,jvs002,18,median,3,0.165111
native_leave_one_speaker_out,8,jvs002,18,trimmed_mean,3,0.163335
native_leave_one_speaker_out,8,jvs002,18,nearest,3,0.159594
native_leave_one_speaker_out,8,jvs002,18,top_k_mean,3,0.162353
wrong_target,8,jvs005_other_sentence,18,median,3,0.436684
native_leave_one_speaker_out,8,jvs002,24,mean,3,0.214792
native_leave_one_speaker_out,8,jvs002,24,median,3,0.215672
native_leave_one_speaker_out,8,jvs002,24,trimmed_mean,3,0.214792
native_leave_one_speaker_out,8,jvs002,24,nearest,3,0.205938
native_leave_one_speaker_out,8,jvs002,24,top_k_mean,3,0.210805
wrong_target,8,jvs005_other_sentence,24,median,3,0.672522
native_leave_one_speaker_out,8,jvs003,6,mean,3,0.287556
native_leave_one_speaker_out,8,jvs003,6,median,3,0.279305
native_leave_one_speaker_out,8,jvs003,6,trimmed_mean,3,0.287556
native_leave_one_speaker_out,8,jvs003,6,nearest,3,0.261283
native_leave_one_speaker_out,8,jvs003,6,top_k_mean,3,0.270294
wrong_target,8,jvs005_other_sentence,6,median,3,0.559271
native_leave_one_speaker_out,8,jvs003,12,mean,3,0.216867
native_leave_one_speaker_out,8,jvs003,12,median,3,0.212519
native_leave_one_speaker_out,8,jvs003,12,trimmed_mean,3,0.216867
native_leave_one_speaker_out,8,jvs003,12,nearest,3,0.206812
native_leave_one_speaker_out,8,jvs003,12,top_k_mean,3,0.209665
wrong_target,8,jvs005_other_sentence,12,median,3,0.513052
native_leave_one_speaker_out,8,jvs003,18,mean,3,0.164235
native_leave_one_speaker_out,8,jvs003,18,median,3,0.159594
native_leave_one_speaker_out,8,jvs003,18,trimmed_mean,3,0.164235
native_leave_one_speaker_out,8,jvs003,18,nearest,3,0.155505
native_leave_one_speaker_out,8,jvs003,18,top_k_mean,3,0.157549
wrong_target,8,jvs005_other_sentence,18,median,3,0.440761
native_leave_one_speaker_out,8,jvs003,24,mean,3,0.215659
native_leave_one_speaker_out,8,jvs003,24,median,3,0.222767
native_leave_one_speaker_out,8,jvs003,24,trimmed_mean,3,0.215659
native_leave_one_speaker_out,8,jvs003,24,nearest,3,0.194478
native_leave_one_speaker_out,8,jvs003,24,top_k_mean,3,0.208622
wrong_target,8,jvs005_other_sentence,24,median,3,0.672522
native_leave_one_speaker_out,8,jvs004,6,mean,3,0.314031
native_leave_one_speaker_out,8,jvs004,6,median,3,0.32208
native_leave_one_speaker_out,8,jvs004,6,trimmed_mean,3,0.314031
native_leave_one_speaker_out,8,jvs004,6,nearest,3,0.286681
native_leave_one_speaker_out,8,jvs004,6,top_k_mean,3,0.30438
wrong_target,8,jvs005_other_sentence,6,median,3,0.545572
native_leave_one_speaker_out,8,jvs004,12,mean,3,0.227986
native_leave_one_speaker_out,8,jvs004,12,median,3,0.231269
native_leave_one_speaker_out,8,jvs004,12,trimmed_mean,3,0.227986
native_leave_one_speaker_out,8,jvs004,12,nearest,3,0.213956
native_leave_one_speaker_out,8,jvs004,12,top_k_mean,3,0.222613
wrong_target,8,jvs005_other_sentence,12,median,3,0.513052
native_leave_one_speaker_out,8,jvs004,18,mean,3,0.175232
native_leave_one_speaker_out,8,jvs004,18,median,3,0.177607
native_leave_one_speaker_out,8,jvs004,18,trimmed_mean,3,0.175232
native_leave_one_speaker_out,8,jvs004,18,nearest,3,0.165299
native_leave_one_speaker_out,8,jvs004,18,top_k_mean,3,0.171453
wrong_target,8,jvs005_other_sentence,18,median,3,0.436684
native_leave_one_speaker_out,8,jvs004,24,mean,3,0.227167
native_leave_one_speaker_out,8,jvs004,24,median,3,0.229731
native_leave_one_speaker_out,8,jvs004,24,trimmed_mean,3,0.227167
native_leave_one_speaker_out,8,jvs004,24,nearest,3,0.205938
native_leave_one_speaker_out,8,jvs004,24,top_k_mean,3,0.217834
wrong_target,8,jvs005_other_sentence,24,median,3,0.681386
native_leave_one_speaker_out,9,jvs001,6,mean,3,0.294939
native_leave_one_speaker_out,9,jvs001,6,median,3,0.269435
native_leave_one_speaker_out,9,jvs001,6,trimmed_mean,3,0.294939
native_leave_one_speaker_out,9,jvs001,6,nearest,3,0.255024
native_leave_one_speaker_out,9,jvs001,6,top_k_mean,3,0.26223
wrong_target,9,jvs005_other_sentence,6,median,3,0.520875
native_leave_one_speaker_out,9,jvs001,12,mean,3,0.232134
native_leave_one_speaker_out,9,jvs001,12,median,3,0.218586
native_leave_one_speaker_out,9,jvs001,12,trimmed_mean,3,0.232134
native_leave_one_speaker_out,9,jvs001,12,nearest,3,0.204794
native_leave_one_speaker_out,9,jvs001,12,top_k_mean,3,0.21169
wrong_target,9,jvs005_other_sentence,12,median,3,0.473086
native_leave_one_speaker_out,9,jvs001,18,mean,3,0.174289
native_leave_one_speaker_out,9,jvs001,18,median,3,0.166603
native_leave_one_speaker_out,9,jvs001,18,trimmed_mean,3,0.174289
native_leave_one_speaker_out,9,jvs001,18,nearest,3,0.156077
native_leave_one_speaker_out,9,jvs001,18,top_k_mean,3,0.16134
wrong_target,9,jvs005_other_sentence,18,median,3,0.409084
native_leave_one_speaker_out,9,jvs001,24,mean,3,0.227822
native_leave_one_speaker_out,9,jvs001,24,median,3,0.201281
native_leave_one_speaker_out,9,jvs001,24,trimmed_mean,3,0.227822
native_leave_one_speaker_out,9,jvs001,24,nearest,3,0.194205
native_leave_one_speaker_out,9,jvs001,24,top_k_mean,3,0.197743
wrong_target,9,jvs005_other_sentence,24,median,3,0.651271
native_leave_one_speaker_out,9,jvs002,6,mean,3,0.278968
native_leave_one_speaker_out,9,jvs002,6,median,3,0.276784
native_leave_one_speaker_out,9,jvs002,6,trimmed_mean,3,0.278968
native_leave_one_speaker_out,9,jvs002,6,nearest,3,0.269435
native_leave_one_speaker_out,9,jvs002,6,top_k_mean,3,0.27311
wrong_target,9,jvs005_other_sentence,6,median,3,0.516454
native_leave_one_speaker_out,9,jvs002,12,mean,3,0.21441
native_leave_one_speaker_out,9,jvs002,12,median,3,0.212474
native_leave_one_speaker_out,9,jvs002,12,trimmed_mean,3,0.21441
native_leave_one_speaker_out,9,jvs002,12,nearest,3,0.21217
native_leave_one_speaker_out,9,jvs002,12,top_k_mean,3,0.212322
wrong_target,9,jvs005_other_sentence,12,median,3,0.4804
native_leave_one_speaker_out,9,jvs002,18,mean,3,0.16148
native_leave_one_speaker_out,9,jvs002,18,median,3,0.159596
native_leave_one_speaker_out,9,jvs002,18,trimmed_mean,3,0.16148
native_leave_one_speaker_out,9,jvs002,18,nearest,3,0.158242
native_leave_one_speaker_out,9,jvs002,18,top_k_mean,3,0.158919
wrong_target,9,jvs005_other_sentence,18,median,3,0.415212
native_leave_one_speaker_out,9,jvs002,24,mean,3,0.209925
native_leave_one_speaker_out,9,jvs002,24,median,3,0.202219
native_leave_one_speaker_out,9,jvs002,24,trimmed_mean,3,0.209925
native_leave_one_speaker_out,9,jvs002,24,nearest,3,0.201281
native_leave_one_speaker_out,9,jvs002,24,top_k_mean,3,0.20175
wrong_target,9,jvs005_other_sentence,24,median,3,0.639314
native_leave_one_speaker_out,9,jvs003,6,mean,3,0.293557
native_leave_one_speaker_out,9,jvs003,6,median,3,0.276784
native_leave_one_speaker_out,9,jvs003,6,trimmed_mean,3,0.293557
native_leave_one_speaker_out,9,jvs003,6,nearest,3,0.255024
native_leave_one_speaker_out,9,jvs003,6,top_k_mean,3,0.265904
wrong_target,9,jvs005_other_sentence,6,median,3,0.520875
native_leave_one_speaker_out,9,jvs003,12,mean,3,0.226941
native_leave_one_speaker_out,9,jvs003,12,median,3,0.212474
native_leave_one_speaker_out,9,jvs003,12,trimmed_mean,3,0.226941
native_leave_one_speaker_out,9,jvs003,12,nearest,3,0.204794
native_leave_one_speaker_out,9,jvs003,12,top_k_mean,3,0.208634
wrong_target,9,jvs005_other_sentence,12,median,3,0.4804
native_leave_one_speaker_out,9,jvs003,18,mean,3,0.169691
native_leave_one_speaker_out,9,jvs003,18,median,3,0.158242
native_leave_one_speaker_out,9,jvs003,18,trimmed_mean,3,0.169691
native_leave_one_speaker_out,9,jvs003,18,nearest,3,0.156077
native_leave_one_speaker_out,9,jvs003,18,top_k_mean,3,0.157159
wrong_target,9,jvs005_other_sentence,18,median,3,0.415212
native_leave_one_speaker_out,9,jvs003,24,mean,3,0.229088
native_leave_one_speaker_out,9,jvs003,24,median,3,0.226275
native_leave_one_speaker_out,9,jvs003,24,trimmed_mean,3,0.229088
native_leave_one_speaker_out,9,jvs003,24,nearest,3,0.194205
native_leave_one_speaker_out,9,jvs003,24,top_k_mean,3,0.21024
wrong_target,9,jvs005_other_sentence,24,median,3,0.651271
native_leave_one_speaker_out,9,jvs004,6,mean,3,0.333301
